Row Count,Item Code,Item Name,Item Qty,Row Format,BOM,Option1,Option2,Option3
2,MDF07TOP-BLU,7FT MDF TOP,1,,Use,Blue,,
3,MDF07BEAM-BLK,7FT MDF BEAM,1,,Use,Black,,
4,MDF07CUSH-BBLU,7FT MDF BLACK CUSHION,1,,Use,Blue,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,PT19-BLU,19MM PING PONG TOP,1,,Use,Blue,,
7,DSTTACC,DS TT ACCESSORIES KIT,1,,Use,,,
1,MDF07BBLU-AK+PT25-AK,7FT MDF BLACK / BLUE AK + 25MM PING PONG TOP AK,1,Parent,Make,,,
2,MDF07TOP-BLU,7FT MDF TOP,1,,Use,Blue,,
3,MDF07BEAM-BLK,7FT MDF BEAM,1,,Use,Black,,
4,MDF07CUSH-BBLU,7FT MDF BLACK CUSHION,1,,Use,Blue,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,PT25,25MM PING PONG TOP,1,,Use,,,
7,DSTTACC,DS TT ACCESSORIES KIT,1,,Use,,,
1,MDF07BGRE-AK+7AHPK-AK,7FT MDF BLACK / GREEN AK + 7FT AH/PK TOP AK,1,Parent,Make,,,
2,MDF07TOP-GRE,7FT MDF TOP,1,,Use,Green,,
3,MDF07BEAM-BLK,7FT MDF BEAM,1,,Use,Black,,
4,MDF07CUSH-BGRE,7FT MDF BLACK CUSHION,1,,Use,Green,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,7AHPK,7FT AH/PK TOP,1,,Use,,,
7,AHACC16,AH ACCESSORIES,1,,Use,16,,
1,MDF07BGRE-AK+7AHTT-AK,7FT MDF BLACK / GREEN AK + 7FT AH/TT TOP AK,1,Parent,Make,,,
2,MDF07TOP-GRE,7FT MDF TOP,1,,Use,Green,,
3,MDF07BEAM-BLK,7FT MDF BEAM,1,,Use,Black,,
4,MDF07CUSH-BGRE,7FT MDF BLACK CUSHION,1,,Use,Green,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,7AHTT,7FT AH/TT TOP,1,,Use,,,
7,AHTTACC07,AH/TT ACC - 7ft,1,,Use,,,
1,MDF07BGRE-AK+7TTPK-AK,7FT MDF BLACK / GREEN AK + 7FT TT/PK TOP AK,1,Parent,Make,,,
2,MDF07TOP-GRE,7FT MDF TOP,1,,Use,Green,,
3,MDF07BEAM-BLK,7FT MDF BEAM,1,,Use,Black,,
4,MDF07CUSH-BGRE,7FT MDF BLACK CUSHION,1,,Use,Green,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,7TTPK,7FT TT/PK TOP,1,,Use,,,
7,TTTOPACC07,TT TOP ACC - 7ft,1,,Use,,,
1,MDF07BGRE-AK+PT12-AK,7FT MDF BLACK / GREEN AK + 12MM PING PONG TOP AK,1,Parent,Make,,,
2,MDF07TOP-GRE,7FT MDF TOP,1,,Use,Green,,
3,MDF07BEAM-BLK,7FT MDF BEAM,1,,Use,Black,,
4,MDF07CUSH-BGRE,7FT MDF BLACK CUSHION,1,,Use,Green,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,PT12,12MM PING PONG TOP,1,,Use,,,
7,DSTTACC,DS TT ACCESSORIES KIT,1,,Use,,,
1,MDF07BGRE-AK+PT16-BLU-AK,7FT MDF BLACK / GREEN AK + 16MM PING PONG TOP AK,1,Parent,Make,,,
2,MDF07TOP-GRE,7FT MDF TOP,1,,Use,Green,,
3,MDF07BEAM-BLK,7FT MDF BEAM,1,,Use,Black,,
4,MDF07CUSH-BGRE,7FT MDF BLACK CUSHION,1,,Use,Green,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,PT16-BLU,16MM PING PONG TOP,1,,Use,Blue,,
7,DSTTACC,DS TT ACCESSORIES KIT,1,,Use,,,
1,MDF07BGRE-AK+PT19-BLU-AK,7FT MDF BLACK / GREEN AK + 19MM PING PONG TOP AK,1,Parent,Make,,,
2,MDF07TOP-GRE,7FT MDF TOP,1,,Use,Green,,
3,MDF07BEAM-BLK,7FT MDF BEAM,1,,Use,Black,,
4,MDF07CUSH-BGRE,7FT MDF BLACK CUSHION,1,,Use,Green,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,PT19-BLU,19MM PING PONG TOP,1,,Use,Blue,,
7,DSTTACC,DS TT ACCESSORIES KIT,1,,Use,,,
1,MDF07BGRE-AK+PT25-AK,7FT MDF BLACK / GREEN AK + 25MM PING PONG TOP AK,1,Parent,Make,,,
2,MDF07TOP-GRE,7FT MDF TOP,1,,Use,Green,,
3,MDF07BEAM-BLK,7FT MDF BEAM,1,,Use,Black,,
4,MDF07CUSH-BGRE,7FT MDF BLACK CUSHION,1,,Use,Green,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,PT25,25MM PING PONG TOP,1,,Use,,,
7,DSTTACC,DS TT ACCESSORIES KIT,1,,Use,,,
1,MDF07BRED-AK+7AHPK-AK,7FT MDF BLACK / RED AK + 7FT AH/PK TOP AK,1,Parent,Make,,,
2,MDF07TOP-RED,7FT MDF TOP,1,,Use,Red,,
3,MDF07BEAM-BLK,7FT MDF BEAM,1,,Use,Black,,
4,MDF07CUSH-BRED,7FT MDF BLACK CUSHION,1,,Use,Red,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,7AHPK,7FT AH/PK TOP,1,,Use,,,
7,AHACC16,AH ACCESSORIES,1,,Use,16,,
1,MDF07BRED-AK+7AHTT-AK,7FT MDF BLACK / RED AK + 7FT AH/TT TOP AK,1,Parent,Make,,,
2,MDF07TOP-RED,7FT MDF TOP,1,,Use,Red,,
3,MDF07BEAM-BLK,7FT MDF BEAM,1,,Use,Black,,
4,MDF07CUSH-BRED,7FT MDF BLACK CUSHION,1,,Use,Red,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,7AHTT,7FT AH/TT TOP,1,,Use,,,
7,AHTTACC07,AH/TT ACC - 7ft,1,,Use,,,
1,MDF07BRED-AK+7TTPK-AK,7FT MDF BLACK / RED AK + 7FT TT/PK TOP AK,1,Parent,Make,,,
2,MDF07TOP-RED,7FT MDF TOP,1,,Use,Red,,
3,MDF07BEAM-BLK,7FT MDF BEAM,1,,Use,Black,,
4,MDF07CUSH-BRED,7FT MDF BLACK CUSHION,1,,Use,Red,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,7TTPK,7FT TT/PK TOP,1,,Use,,,
7,TTTOPACC07,TT TOP ACC - 7ft,1,,Use,,,
1,MDF07BRED-AK+PT12-AK,7FT MDF BLACK / RED AK + 12MM PING PONG TOP AK,1,Parent,Make,,,
2,MDF07TOP-RED,7FT MDF TOP,1,,Use,Red,,
3,MDF07BEAM-BLK,7FT MDF BEAM,1,,Use,Black,,
4,MDF07CUSH-BRED,7FT MDF BLACK CUSHION,1,,Use,Red,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,PT12,12MM PING PONG TOP,1,,Use,,,
7,DSTTACC,DS TT ACCESSORIES KIT,1,,Use,,,
1,MDF07BRED-AK+PT16-BLU-AK,7FT MDF BLACK / RED AK + 16MM PING PONG TOP AK,1,Parent,Make,,,
2,MDF07TOP-RED,7FT MDF TOP,1,,Use,Red,,
3,MDF07BEAM-BLK,7FT MDF BEAM,1,,Use,Black,,
4,MDF07CUSH-BRED,7FT MDF BLACK CUSHION,1,,Use,Red,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,PT16-BLU,16MM PING PONG TOP,1,,Use,Blue,,
7,DSTTACC,DS TT ACCESSORIES KIT,1,,Use,,,
1,MDF07BRED-AK+PT19-BLU-AK,7FT MDF BLACK / RED AK + 19MM PING PONG TOP AK,1,Parent,Make,,,
2,MDF07TOP-RED,7FT MDF TOP,1,,Use,Red,,
3,MDF07BEAM-BLK,7FT MDF BEAM,1,,Use,Black,,
4,MDF07CUSH-BRED,7FT MDF BLACK CUSHION,1,,Use,Red,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,PT19-BLU,19MM PING PONG TOP,1,,Use,Blue,,
7,DSTTACC,DS TT ACCESSORIES KIT,1,,Use,,,
1,MDF07BRED-AK+PT25-AK,7FT MDF BLACK / RED AK + 25MM PING PONG TOP AK,1,Parent,Make,,,
2,MDF07TOP-RED,7FT MDF TOP,1,,Use,Red,,
3,MDF07BEAM-BLK,7FT MDF BEAM,1,,Use,Black,,
4,MDF07CUSH-BRED,7FT MDF BLACK CUSHION,1,,Use,Red,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,PT25,25MM PING PONG TOP,1,,Use,,,
7,DSTTACC,DS TT ACCESSORIES KIT,1,,Use,,,
1,MDF07WBLU+AH07FAN+2P7TTPK,7FT MDF WALNUT / BLUE AK + 7FT AH TOP WITH FAN AK + 7FT 2-PIECE POKER/TT TOP AK,1,Parent,Make,,,
2,MDF07TOP-BLU,7FT MDF TOP,1,,Use,Blue,,
3,MDF07BEAM-WAL,7FT MDF BEAM,1,,Use,Walnut,,
4,MDF07CUSH-WBLU,7FT MDF WALNUT CUSHION,1,,Use,Blue,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,2P7TTPK,7FT 2-PIECE POKER/TT TOP,1,,Use,,,
7,TTTOPACC07,TT TOP ACC - 7ft,1,,Use,,,
8,AHTOP-07FAN-AK,7FT AH TOP WITH FAN AK,1,,Use,,,
1,MDF07WBLU-AK+2P7TTPK-AK,7FT MDF WALNUT / BLUE AK + 7FT 2-PIECE POKER/TT TOP AK,1,Parent,Make,,,
2,MDF07TOP-BLU,7FT MDF TOP,1,,Use,Blue,,
3,MDF07BEAM-WAL,7FT MDF BEAM,1,,Use,Walnut,,
4,MDF07CUSH-WBLU,7FT MDF WALNUT CUSHION,1,,Use,Blue,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,2P7TTPK,7FT 2-PIECE POKER/TT TOP,1,,Use,,,
7,TTTOPACC07,TT TOP ACC - 7ft,1,,Use,,,
1,MDF07WBLU-AK+AHTOP-07FAN-AK,7FT MDF WALNUT / BLUE AK + 7FT AH TOP WITH FAN AK,1,Parent,Make,,,
2,MDF07TOP-BLU,7FT MDF TOP,1,,Use,Blue,,
3,MDF07BEAM-WAL,7FT MDF BEAM,1,,Use,Walnut,,
4,MDF07CUSH-WBLU,7FT MDF WALNUT CUSHION,1,,Use,Blue,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,AHTOP-07FAN-AK,7FT AH TOP WITH FAN AK,1,,Use,,,
1,MDF07WGRE+AH07FAN+2P7TTPK,7FT MDF WALNUT / GREEN AK + 7FT AH TOP WITH FAN AK + 7FT 2-PIECE POKER/TT TOP AK,1,Parent,Make,,,
2,MDF07TOP-GRE,7FT MDF TOP,1,,Use,Green,,
3,MDF07BEAM-WAL,7FT MDF BEAM,1,,Use,Walnut,,
4,MDF07CUSH-WGRE,7FT MDF WALNUT CUSHION,1,,Use,Green,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,2P7TTPK,7FT 2-PIECE POKER/TT TOP,1,,Use,,,
7,TTTOPACC07,TT TOP ACC - 7ft,1,,Use,,,
8,AHTOP-07FAN-AK,7FT AH TOP WITH FAN AK,1,,Use,,,
1,MDF07WGRE-AK+2P7TTPK-AK,7FT MDF WALNUT / GREEN AK + 7FT 2-PIECE POKER/TT TOP AK,1,Parent,Make,,,
2,MDF07TOP-GRE,7FT MDF TOP,1,,Use,Green,,
3,MDF07BEAM-WAL,7FT MDF BEAM,1,,Use,Walnut,,
4,MDF07CUSH-WGRE,7FT MDF WALNUT CUSHION,1,,Use,Green,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,2P7TTPK,7FT 2-PIECE POKER/TT TOP,1,,Use,,,
7,TTTOPACC07,TT TOP ACC - 7ft,1,,Use,,,
1,MDF07WGRE-AK+AHTOP-07FAN-AK,7FT MDF WALNUT / GREEN AK + 7FT AH TOP WITH FAN AK,1,Parent,Make,,,
2,MDF07TOP-GRE,7FT MDF TOP,1,,Use,Green,,
3,MDF07BEAM-WAL,7FT MDF BEAM,1,,Use,Walnut,,
4,MDF07CUSH-WGRE,7FT MDF WALNUT CUSHION,1,,Use,Green,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,AHTOP-07FAN-AK,7FT AH TOP WITH FAN AK,1,,Use,,,
1,MDF07WRED+AH07FAN+2P7TTPK,7FT MDF WALNUT / RED AK + 7FT AH TOP WITH FAN AK + 7FT 2-PIECE POKER/TT TOP AK,1,Parent,Make,,,
2,MDF07TOP-RED,7FT MDF TOP,1,,Use,Red,,
3,MDF07BEAM-WAL,7FT MDF BEAM,1,,Use,Walnut,,
4,MDF07CUSH-WRED,7FT MDF WALNUT CUSHION,1,,Use,Red,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,2P7TTPK,7FT 2-PIECE POKER/TT TOP,1,,Use,,,
7,TTTOPACC07,TT TOP ACC - 7ft,1,,Use,,,
8,AHTOP-07FAN-AK,7FT AH TOP WITH FAN AK,1,,Use,,,
1,MDF07WRED-AK+2P7TTPK-AK,7FT MDF WALNUT / RED AK + 7FT 2-PIECE POKER/TT TOP AK,1,Parent,Make,,,
2,MDF07TOP-RED,7FT MDF TOP,1,,Use,Red,,
3,MDF07BEAM-WAL,7FT MDF BEAM,1,,Use,Walnut,,
4,MDF07CUSH-WRED,7FT MDF WALNUT CUSHION,1,,Use,Red,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,2P7TTPK,7FT 2-PIECE POKER/TT TOP,1,,Use,,,
7,TTTOPACC07,TT TOP ACC - 7ft,1,,Use,,,
1,MDF07WRED-AK+AHTOP-07FAN-AK,7FT MDF WALNUT / RED AK + 7FT AH TOP WITH FAN AK,1,Parent,Make,,,
2,MDF07TOP-RED,7FT MDF TOP,1,,Use,Red,,
3,MDF07BEAM-WAL,7FT MDF BEAM,1,,Use,Walnut,,
4,MDF07CUSH-WRED,7FT MDF WALNUT CUSHION,1,,Use,Red,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,AHTOP-07FAN-AK,7FT AH TOP WITH FAN AK,1,,Use,,,
1,MDF08BBLU-AK+8AHPK-AK,8FT MDF BLACK / BLUE AK + 8FT AH/PK TOP AK,1,Parent,Make,,,
2,MDF08TOP-BLU,8FT MDF TOP,1,,Use,Blue,,
3,MDF08BEAM-BLK,8FT MDF BEAM,1,,Use,Black,,
4,MDF08CUSH-BBLU,8FT MDF BLACK CUSHION,1,,Use,Blue,,
5,FPACC,FULL PACK ACCESSORIES KIT,1,,Use,,,
6,8AHPK,8FT AH/PK TOP,1,,Use,,,
7,AHACC16,AH ACCESSORIES,1,,Use,16,,
1,MDF08BBLU-AK+8AHTT-AK,8FT MDF BLACK / BLUE AK + 8FT AH/TT TOP AK,1,Parent,Make,,,
2,MDF08TOP-BLU,8FT MDF TOP,1,,Use,Blue,,
3,MDF08BEAM-BLK,8FT MDF BEAM,1,,Use,Black,,
4,MDF08CUSH-BBLU,8FT MDF BLACK CUSHION,1,,Use,Blue,,
5,FPACC,FULL PACK ACCESSORIES KIT,1,,Use,,,
6,8AHTT,8FT AH/TT TOP,1,,Use,,,
7,AHTTACC08,AH/TT ACC - 8ft,1,,Use,,,
1,MDF08BBLU-AK+8TTPK-AK,8FT MDF BLACK / BLUE AK + 8FT TT/PK TOP AK,1,Parent,Make,,,
2,MDF08TOP-BLU,8FT MDF TOP,1,,Use,Blue,,
3,MDF08BEAM-BLK,8FT MDF BEAM,1,,Use,Black,,
4,MDF08CUSH-BBLU,8FT MDF BLACK CUSHION,1,,Use,Blue,,
5,FPACC,FULL PACK ACCESSORIES KIT,1,,Use,,,
6,8TTPK,8FT TT/PK TOP,1,,Use,,,
7,TTTOPACC08,TT TOP ACC - 8ft,1,,Use,,,
1,MDF08BBLU-AK+PT12-AK,8FT MDF BLACK / BLUE AK + 12MM PING PONG TOP AK,1,Parent,Make,,,
2,MDF08TOP-BLU,8FT MDF TOP,1,,Use,Blue,,
3,MDF08BEAM-BLK,8FT MDF BEAM,1,,Use,Black,,
4,MDF08CUSH-BBLU,8FT MDF BLACK CUSHION,1,,Use,Blue,,
5,FPACC,FULL PACK ACCESSORIES KIT,1,,Use,,,
6,PT12,12MM PING PONG TOP,1,,Use,,,
7,DSTTACC,DS TT ACCESSORIES KIT,1,,Use,,,
1,MDF08BBLU-AK+PT16-BLU-AK,8FT MDF BLACK / BLUE AK + 16MM PING PONG TOP AK,1,Parent,Make,,,
2,MDF08TOP-BLU,8FT MDF TOP,1,,Use,Blue,,
3,MDF08BEAM-BLK,8FT MDF BEAM,1,,Use,Black,,
4,MDF08CUSH-BBLU,8FT MDF BLACK CUSHION,1,,Use,Blue,,
5,FPACC,FULL PACK ACCESSORIES KIT,1,,Use,,,
6,PT16-BLU,16MM PING PONG TOP,1,,Use,Blue,,
7,DSTTACC,DS TT ACCESSORIES KIT,1,,Use,,,
1,MDF08BBLU-AK+PT19-BLU-AK,8FT MDF BLACK / BLUE AK + 19MM PING PONG TOP AK,1,Parent,Make,,,
2,MDF08TOP-BLU,8FT MDF TOP,1,,Use,Blue,,
3,MDF08BEAM-BLK,8FT MDF BEAM,1,,Use,Black,,
4,MDF08CUSH-BBLU,8FT MDF BLACK CUSHION,1,,Use,Blue,,
5,FPACC,FULL PACK ACCESSORIES KIT,1,,Use,,,
6,PT19-BLU,19MM PING PONG TOP,1,,Use,Blue,,
7,DSTTACC,DS TT ACCESSORIES KIT,1,,Use,,,
1,MDF08BBLU-AK+PT25-AK,8FT MDF BLACK / BLUE AK + 25MM PING PONG TOP AK,1,Parent,Make,,,
2,MDF08TOP-BLU,8FT MDF TOP,1,,Use,Blue,,
3,MDF08BEAM-BLK,8FT MDF BEAM,1,,Use,Black,,
4,MDF08CUSH-BBLU,8FT MDF BLACK CUSHION,1,,Use,Blue,,
5,FPACC,FULL PACK ACCESSORIES KIT,1,,Use,,,
6,PT25,25MM PING PONG TOP,1,,Use,,,
7,DSTTACC,DS TT ACCESSORIES KIT,1,,Use,,,
1,MDF08BGRE-AK+8AHPK-AK,8FT MDF BLACK / GREEN AK + 8FT AH/PK TOP AK,1,Parent,Make,,,
2,MDF08TOP-GRE,8FT MDF TOP,1,,Use,Green,,
3,MDF08BEAM-BLK,8FT MDF BEAM,1,,Use,Black,,
4,MDF08CUSH-BGRE,8FT MDF BLACK CUSHION,1,,Use,Green,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,8AHPK,8FT AH/PK TOP,1,,Use,,,
7,AHACC16,AH ACCESSORIES,1,,Use,16,,
1,MDF08BGRE-AK+8AHTT-AK,8FT MDF BLACK / GREEN AK + 8FT AH/TT TOP AK,1,Parent,Make,,,
2,MDF08TOP-GRE,8FT MDF TOP,1,,Use,Green,,
3,MDF08BEAM-BLK,8FT MDF BEAM,1,,Use,Black,,
4,MDF08CUSH-BGRE,8FT MDF BLACK CUSHION,1,,Use,Green,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,8AHTT,8FT AH/TT TOP,1,,Use,,,
7,AHTTACC08,AH/TT ACC - 8ft,1,,Use,,,
1,MDF08BGRE-AK+8TTPK-AK,8FT MDF BLACK / GREEN AK + 8FT TT/PK TOP AK,1,Parent,Make,,,
2,MDF08TOP-GRE,8FT MDF TOP,1,,Use,Green,,
3,MDF08BEAM-BLK,8FT MDF BEAM,1,,Use,Black,,
4,MDF08CUSH-BGRE,8FT MDF BLACK CUSHION,1,,Use,Green,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,8TTPK,8FT TT/PK TOP,1,,Use,,,
7,TTTOPACC08,TT TOP ACC - 8ft,1,,Use,,,
1,MDF08BGRE-AK+PT12-AK,8FT MDF BLACK / GREEN AK + 12MM PING PONG TOP AK,1,Parent,Make,,,
2,MDF08TOP-GRE,8FT MDF TOP,1,,Use,Green,,
3,MDF08BEAM-BLK,8FT MDF BEAM,1,,Use,Black,,
4,MDF08CUSH-BGRE,8FT MDF BLACK CUSHION,1,,Use,Green,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,PT12,12MM PING PONG TOP,1,,Use,,,
7,DSTTACC,DS TT ACCESSORIES KIT,1,,Use,,,
1,MDF08BGRE-AK+PT16-BLU-AK,8FT MDF BLACK / GREEN AK + 16MM PING PONG TOP AK,1,Parent,Make,,,
2,MDF08TOP-GRE,8FT MDF TOP,1,,Use,Green,,
3,MDF08BEAM-BLK,8FT MDF BEAM,1,,Use,Black,,
4,MDF08CUSH-BGRE,8FT MDF BLACK CUSHION,1,,Use,Green,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,PT16-BLU,16MM PING PONG TOP,1,,Use,Blue,,
7,DSTTACC,DS TT ACCESSORIES KIT,1,,Use,,,
1,MDF08BGRE-AK+PT19-BLU-AK,8FT MDF BLACK / GREEN AK + 19MM PING PONG TOP AK,1,Parent,Make,,,
2,MDF08TOP-GRE,8FT MDF TOP,1,,Use,Green,,
3,MDF08BEAM-BLK,8FT MDF BEAM,1,,Use,Black,,
4,MDF08CUSH-BGRE,8FT MDF BLACK CUSHION,1,,Use,Green,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,PT19-BLU,19MM PING PONG TOP,1,,Use,Blue,,
7,DSTTACC,DS TT ACCESSORIES KIT,1,,Use,,,
1,MDF08BGRE-AK+PT25-AK,8FT MDF BLACK / GREEN AK + 25MM PING PONG TOP AK,1,Parent,Make,,,
2,MDF08TOP-GRE,8FT MDF TOP,1,,Use,Green,,
3,MDF08BEAM-BLK,8FT MDF BEAM,1,,Use,Black,,
4,MDF08CUSH-BGRE,8FT MDF BLACK CUSHION,1,,Use,Green,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,PT25,25MM PING PONG TOP,1,,Use,,,
7,DSTTACC,DS TT ACCESSORIES KIT,1,,Use,,,
1,MDF08BRED-AK+8AHPK-AK,8FT MDF BLACK / RED AK + 8FT AH/PK TOP AK,1,Parent,Make,,,
2,MDF08TOP-RED,8FT MDF TOP,1,,Use,Red,,
3,MDF08BEAM-BLK,8FT MDF BEAM,1,,Use,Black,,
4,MDF08CUSH-BRED,8FT MDF BLACK CUSHION,1,,Use,Red,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,8AHPK,8FT AH/PK TOP,1,,Use,,,
7,AHACC16,AH ACCESSORIES,1,,Use,16,,
1,MDF08BRED-AK+8AHTT-AK,8FT MDF BLACK / RED AK + 8FT AH/TT TOP AK,1,Parent,Make,,,
2,MDF08TOP-RED,8FT MDF TOP,1,,Use,Red,,
3,MDF08BEAM-BLK,8FT MDF BEAM,1,,Use,Black,,
4,MDF08CUSH-BRED,8FT MDF BLACK CUSHION,1,,Use,Red,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,8AHTT,8FT AH/TT TOP,1,,Use,,,
7,AHTTACC08,AH/TT ACC - 8ft,1,,Use,,,
1,MDF08BRED-AK+8TTPK-AK,8FT MDF BLACK / RED AK + 8FT TT/PK TOP AK,1,Parent,Make,,,
2,MDF08TOP-RED,8FT MDF TOP,1,,Use,Red,,
3,MDF08BEAM-BLK,8FT MDF BEAM,1,,Use,Black,,
4,MDF08CUSH-BRED,8FT MDF BLACK CUSHION,1,,Use,Red,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,8TTPK,8FT TT/PK TOP,1,,Use,,,
7,TTTOPACC08,TT TOP ACC - 8ft,1,,Use,,,
1,MDF08BRED-AK+PT12-AK,8FT MDF BLACK / RED AK + 12MM PING PONG TOP AK,1,Parent,Make,,,
2,MDF08TOP-RED,8FT MDF TOP,1,,Use,Red,,
3,MDF08BEAM-BLK,8FT MDF BEAM,1,,Use,Black,,
4,MDF08CUSH-BRED,8FT MDF BLACK CUSHION,1,,Use,Red,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,PT12,12MM PING PONG TOP,1,,Use,,,
7,DSTTACC,DS TT ACCESSORIES KIT,1,,Use,,,
1,MDF08BRED-AK+PT16-BLU-AK,8FT MDF BLACK / RED AK + 16MM PING PONG TOP AK,1,Parent,Make,,,
2,MDF08TOP-RED,8FT MDF TOP,1,,Use,Red,,
3,MDF08BEAM-BLK,8FT MDF BEAM,1,,Use,Black,,
4,MDF08CUSH-BRED,8FT MDF BLACK CUSHION,1,,Use,Red,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,PT16-BLU,16MM PING PONG TOP,1,,Use,Blue,,
7,DSTTACC,DS TT ACCESSORIES KIT,1,,Use,,,
1,MDF08BRED-AK+PT19-BLU-AK,8FT MDF BLACK / RED AK + 19MM PING PONG TOP AK,1,Parent,Make,,,
2,MDF08TOP-RED,8FT MDF TOP,1,,Use,Red,,
3,MDF08BEAM-BLK,8FT MDF BEAM,1,,Use,Black,,
4,MDF08CUSH-BRED,8FT MDF BLACK CUSHION,1,,Use,Red,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,PT19-BLU,19MM PING PONG TOP,1,,Use,Blue,,
7,DSTTACC,DS TT ACCESSORIES KIT,1,,Use,,,
1,MDF08BRED-AK+PT25-AK,8FT MDF BLACK / RED AK + 25MM PING PONG TOP AK,1,Parent,Make,,,
2,MDF08TOP-RED,8FT MDF TOP,1,,Use,Red,,
3,MDF08BEAM-BLK,8FT MDF BEAM,1,,Use,Black,,
4,MDF08CUSH-BRED,8FT MDF BLACK CUSHION,1,,Use,Red,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,PT25,25MM PING PONG TOP,1,,Use,,,
7,DSTTACC,DS TT ACCESSORIES KIT,1,,Use,,,
1,MDF08WBLU+AH08FAN+2P8TTPK,8FT MDF WALNUT / BLUE AK + 8FT AH TOP WITH FAN AK + 8FT 2-PIECE POKER/TT TOP AK,1,Parent,Make,,,
2,MDF08TOP-BLU,8FT MDF TOP,1,,Use,Blue,,
3,MDF08BEAM-WAL,8FT MDF BEAM,1,,Use,Walnut,,
4,MDF08CUSH-WBLU,8FT MDF WALNUT CUSHION,1,,Use,Blue,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,2P8TTPK,8FT 2-PIECE POKER/TT TOP,1,,Use,,,
7,TTTOPACC08,TT TOP ACC - 8ft,1,,Use,,,
8,AHTOP-08FAN-AK,8FT AH TOP WITH FAN AK,1,,Use,,,
1,MDF08WBLU-AK+2P8TTPK-AK,8FT MDF WALNUT / BLUE AK + 8FT 2-PIECE POKER/TT TOP AK,1,Parent,Make,,,
2,MDF08TOP-BLU,8FT MDF TOP,1,,Use,Blue,,
3,MDF08BEAM-WAL,8FT MDF BEAM,1,,Use,Walnut,,
4,MDF08CUSH-WBLU,8FT MDF WALNUT CUSHION,1,,Use,Blue,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
6,2P8TTPK,8FT 2-PIECE POKER/TT TOP,1,,Use,,,
7,TTTOPACC08,TT TOP ACC - 8ft,1,,Use,,,
1,MDF08WBLU-AK+AHTOP-08FAN-AK,8FT MDF WALNUT / BLUE AK + 8FT AH TOP WITH FAN AK,1,Parent,Make,,,
2,MDF08TOP-BLU,8FT MDF TOP,1,,Use,Blue,,
3,MDF08BEAM-WAL,8FT MDF BEAM,1,,Use,Walnut,,
4,MDF08CUSH-WBLU,8FT MDF WALNUT CUSHION,1,,Use,Blue,,
5,COMPACC,COMPACT ACCESSORIES KIT,1,,Use,,,
